Date,Open,High,Low,Close,Adj Close,Volume
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,166.7719268798828,40940800
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,171.7786102294922,50479600
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,173.29220581054688,52765600
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,169.85743713378906,36669600
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,162.8325958251953,56203700
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,168.36318969726562,34620200
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,166.32562255859375,32790800
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,169.36256408691406,34277600
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,168.87745666503906,33194400
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,164.763427734375,34392700
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,172.15696716308594,51286600
2020-04-30,180.0,180.39999389648438,176.22999572753906,179.2100067138672,173.8841094970703,53875900
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,169.38198852539062,39370500
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,173.5250701904297,30372900
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,175.38804626464844,36839200
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,177.11512756347656,32139300
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,178.1436309814453,28316000
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,179.19151306152344,30877800
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,181.19029235839844,30892700
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,177.08602905273438,32038200
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,174.40805053710938,44711500
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,175.1648712158203,41873900
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,177.71670532226562,46610400
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,179.41468811035156,35264500
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,178.17269897460938,26799100
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,180.6441192626953,31261300
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,178.47433471679688,29119500
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,178.55218505859375,20826900
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,176.6646270751953,36073600
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,176.8981170654297,39517100
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,176.49916076660156,33810200
2020-05-29,182.72999572753906,184.27000427246094,180.41000366210938,183.25,178.29922485351562,42130400
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,177.89056396484375,22622400
2020-06-02,184.25,185.0,181.35000610351562,184.91000366210938,179.9143829345703,30794600
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,180.3522186279297,27311000
2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,177.9781494140625,28761800
2020-06-05,182.6199951171875,187.72999572753906,182.00999450683594,187.1999969482422,182.14251708984375,39893600
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.36000061035156,183.27117919921875,33211600
2020-06-09,188.0,190.6999969482422,187.25999450683594,189.8000030517578,184.67225646972656,29783900
2020-06-10,191.1300048828125,198.52000427246094,191.00999450683594,196.83999633789062,191.5220489501953,43872300
2020-06-11,193.1300048828125,195.75999450683594,186.07000732421875,186.27000427246094,181.23765563964844,52854700
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.74000549316406,182.66790771484375,43373600
2020-06-15,184.5800018310547,190.82000732421875,184.00999450683594,188.94000244140625,183.83551025390625,32770200
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,188.34043884277344,42556700
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.24000549316406,188.9923095703125,25687800
2020-06-18,194.0,196.49000549316406,194.0,196.32000732421875,191.0161590576172,23061600
2020-06-19,198.58999633789062,199.2899932861328,194.3699951171875,195.14999389648438,189.87771606445312,44441100
2020-06-22,195.7899932861328,200.75999450683594,195.22999572753906,200.57000732421875,195.1512908935547,32818900
2020-06-23,202.08999633789062,203.9499969482422,201.42999267578125,201.91000366210938,196.45509338378906,30917400
2020-06-24,201.60000610351562,203.25,196.55999755859375,197.83999633789062,192.49505615234375,36740600
2020-06-25,197.8000030517578,200.61000061035156,195.47000122070312,200.33999633789062,194.92750549316406,27803900
2020-06-26,199.72999572753906,199.88999938964844,194.8800048828125,196.3300018310547,191.0258331298828,54675800
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,193.07884216308594,26701600
2020-06-30,197.8800048828125,204.39999389648438,197.74000549316406,203.50999450683594,198.01185607910156,34310300
2020-07-01,203.13999938964844,206.35000610351562,201.77000427246094,204.6999969482422,199.16970825195312,32061200
2020-07-02,205.67999267578125,208.02000427246094,205.0,206.25999450683594,200.68756103515625,29315800
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789062,210.6999969482422,205.00759887695312,31897600
2020-07-07,210.4499969482422,214.6699981689453,207.99000549316406,208.25,202.62379455566406,33600700
2020-07-08,210.07000732421875,213.25999450683594,208.69000244140625,212.8300018310547,207.080078125,33600000
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,208.52981567382812,33121700
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,207.89736938476562,26177600
2020-07-13,214.47999572753906,215.8000030517578,206.5,207.07000732421875,201.47567749023438,38135600
2020-07-14,206.1300048828125,208.85000610351562,202.02999877929688,208.35000610351562,202.7211151123047,37591800
2020-07-15,209.55999755859375,211.3300018310547,205.02999877929688,208.0399932861328,202.4194793701172,32179400
2020-07-16,205.39999389648438,205.6999969482422,202.30999755859375,203.9199981689453,198.41078186035156,29940700
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,197.39889526367188,31635300
2020-07-20,205.0,212.3000030517578,203.00999450683594,211.60000610351562,205.88331604003906,36884800
2020-07-21,213.66000366210938,213.94000244140625,208.02999877929688,208.75,203.11029052734375,37990400
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,206.0292510986328,49605700
2020-07-23,207.19000244140625,210.9199981689453,202.14999389648438,202.5399932861328,197.06805419921875,67457000
2020-07-24,200.4199981689453,202.86000061035156,197.50999450683594,201.3000030517578,195.86155700683594,39827000
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.85000610351562,198.34268188476562,30160900
2020-07-28,203.61000061035156,204.6999969482422,201.74000549316406,202.02000427246094,196.56210327148438,23251400
2020-07-29,202.5,204.64999389648438,202.00999450683594,204.05999755859375,198.54698181152344,19632600
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.89999389648438,198.3913116455078,25079600
2020-07-31,204.39999389648438,205.10000610351562,199.00999450683594,205.00999450683594,199.47134399414062,51044000
2020-08-03,211.52000427246094,217.63999938964844,210.44000244140625,216.5399932861328,210.6898193359375,78983000
2020-08-04,214.1699981689453,214.77000427246094,210.30999755859375,213.2899932861328,207.52767944335938,49280100
2020-08-05,214.89999389648438,215.0,211.57000732421875,212.94000244140625,207.1870880126953,28806400
2020-08-06,212.33999633789062,216.3699951171875,211.5500030517578,216.35000610351562,210.50498962402344,32656800
2020-08-07,214.85000610351562,215.6999969482422,210.92999267578125,212.47999572753906,206.73953247070312,27820400
2020-08-10,211.6699981689453,211.8800048828125,206.35000610351562,208.25,202.62379455566406,36716500
2020-08-11,207.16000366210938,207.64999389648438,203.13999938964844,203.3800048828125,197.88539123535156,36446500
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,203.53843688964844,28013100
2020-08-13,209.44000244140625,211.35000610351562,208.14999389648438,208.6999969482422,203.06166076660156,22588900
2020-08-14,208.75999450683594,209.58999633789062,207.50999450683594,208.89999389648438,203.25624084472656,17958900
2020-08-17,209.60000610351562,211.19000244140625,208.9199981689453,210.27999877929688,204.59896850585938,20184800
2020-08-18,210.52999877929688,212.36000061035156,209.2100067138672,211.49000549316406,205.77627563476562,21336200
2020-08-19,211.49000549316406,212.10000610351562,209.25,209.6999969482422,204.52781677246094,27627600
2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,209.28749084472656,26981500
2020-08-21,213.86000061035156,216.25,212.85000610351562,213.02000427246094,207.7659454345703,36249300
2020-08-24,214.7899932861328,215.52000427246094,212.42999267578125,213.69000244140625,208.41944885253906,25460100
2020-08-25,213.10000610351562,216.61000061035156,213.10000610351562,216.47000122070312,211.13087463378906,23043700
2020-08-26,217.8800048828125,222.08999633789062,217.36000061035156,221.14999389648438,215.69544982910156,39600800
2020-08-27,222.88999938964844,231.14999389648438,219.39999389648438,226.5800018310547,220.99151611328125,57602200
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,223.26402282714844,26292900
2020-08-31,227.0,228.6999969482422,224.30999755859375,225.52999877929688,219.96743774414062,28774200
2020-09-01,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,221.6645050048828,25725500
2020-09-02,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,225.93643188476562,34080800
2020-09-03,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,211.94041442871094,58400300
2020-09-04,215.10000610351562,218.36000061035156,205.19000244140625,214.25,208.9656524658203,59664100
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,197.66151428222656,52924300
2020-09-09,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,206.07862854003906,45679000
2020-09-10,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,200.3046417236328,35461500
2020-09-11,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,198.9976806640625,33620100
2020-09-14,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,200.3436737060547,30375800
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,203.6305389404297,21823900
2020-09-16,210.6199951171875,210.64999389648438,204.63999938964844,205.0500030517578,199.9925537109375,26328100
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,197.9053497314453,34011300
2020-09-18,202.8000030517578,203.64999389648438,196.25,200.38999938964844,195.44744873046875,55225300
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,197.54444885253906,39839700
2020-09-22,205.05999755859375,208.10000610351562,202.0800018310547,207.4199981689453,202.3040771484375,33517100
2020-09-23,207.89999389648438,208.10000610351562,200.02999877929688,200.58999633789062,195.64254760742188,30803800
2020-09-24,199.85000610351562,205.57000732421875,199.1999969482422,203.19000244140625,198.1784210205078,31202500
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,202.69422912597656,29437300
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,204.27426147460938,32004900
2020-09-29,209.35000610351562,210.07000732421875,206.80999755859375,207.25999450683594,202.14801025390625,24221900
2020-09-30,207.72999572753906,211.97999572753906,206.5399932861328,210.3300018310547,205.142333984375,33829100
2020-10-01,213.49000549316406,213.99000549316406,211.32000732421875,212.4600067138672,207.21978759765625,27158400
2020-10-02,208.0,210.99000549316406,205.5399932861328,206.19000244140625,201.10443115234375,33154800
2020-10-05,207.22000122070312,210.41000366210938,206.97999572753906,210.3800048828125,205.1910858154297,21331600
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,200.83132934570312,28554300
2020-10-07,207.05999755859375,210.11000061035156,206.72000122070312,209.8300018310547,204.65464782714844,25681100
2020-10-08,210.50999450683594,211.19000244140625,208.32000732421875,210.5800018310547,205.38612365722656,19925800
2020-10-09,211.22999572753906,215.86000061035156,211.22999572753906,215.80999755859375,210.48716735839844,26458000
2020-10-12,218.7899932861328,223.86000061035156,216.80999755859375,221.39999389648438,215.93927001953125,40461400
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.86000061035156,217.36328125,28950800
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.86000061035156,215.41259765625,23421700
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,214.2421875,22733100
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,214.2421875,26057900
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,208.9363555908203,27625800
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,209.3557586669922,22753500
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,209.5020751953125,22724900
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,209.58981323242188,22351500
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,210.89678955078125,18879600
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,204.8984832763672,37111600
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,207.9902801513672,36700300
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,197.6809844970703,51195600
2020-10-29,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,199.67068481445312,31432600
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,197.4761962890625,36953700
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,197.33963012695312,30842200
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,201.33848571777344,27512000
2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,211.0528564453125,42311800
2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,217.7826690673828,36080100
2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,218.20205688476562,25231900
2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,213.00350952148438,44395000
2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,205.80552673339844,44045100
2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,211.20889282226562,29440800
2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,210.1262664794922,21593900
2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,211.16989135742188,18621100
2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,211.8721466064453,24953300
2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,209.17044067382812,24154100
2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,206.4127960205078,28372800
2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,207.72317504882812,24792700
2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,205.7380828857422,22843100
2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,205.46426391601562,25683500
2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,209.13136291503906,33979700
2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,209.14109802246094,21012900
2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,210.47100830078125,14512200
2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,209.33668518066406,33064800
2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,211.42938232421875,30904500
2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,210.60797119140625,23724500
2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,209.50294494628906,25120900
2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,209.62025451660156,24666000
2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,209.55181884765625,24620000
2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,211.23379516601562,23284100
2020-12-09,215.16000366210938,215.22999572753906,211.2100067138672,211.8000030517578,207.1168975830078,32440600
2020-12-10,211.77000427246094,213.0800018310547,210.36000061035156,210.52000427246094,205.86520385742188,26733300
2020-12-11,210.0500030517578,213.32000732421875,209.11000061035156,213.25999450683594,208.54458618164062,30979400
2020-12-14,213.10000610351562,216.2100067138672,212.8800048828125,214.1999969482422,209.4638214111328,28798400
2020-12-15,215.1699981689453,215.4199981689453,212.24000549316406,214.1300048828125,209.39535522460938,27000600
2020-12-16,214.75,220.11000061035156,214.72000122070312,219.27999877929688,214.43150329589844,35023300
2020-12-17,219.8699951171875,220.88999938964844,217.9199981689453,219.4199981689453,214.56838989257812,32515800
2020-12-18,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,213.7567138671875,63354900
2020-12-21,217.5500030517578,224.0,217.27999877929688,222.58999633789062,217.66830444335938,37181900
2020-12-22,222.69000244140625,225.6300048828125,221.85000610351562,223.94000244140625,218.9884490966797,22612200
2020-12-23,223.11000061035156,223.55999755859375,220.8000030517578,221.02000427246094,216.13302612304688,18699600
2020-12-24,221.4199981689453,223.61000061035156,221.1999969482422,222.75,217.82476806640625,10550600
2020-12-28,224.4499969482422,226.02999877929688,223.02000427246094,224.9600067138672,219.9859161376953,17933500
2020-12-29,226.30999755859375,227.17999267578125,223.5800018310547,224.14999389648438,219.1938018798828,17403200
2020-12-30,225.22999572753906,225.6300048828125,221.47000122070312,221.67999267578125,216.77841186523438,20272300
2020-12-31,221.6999969482422,223.0,219.67999267578125,222.4199981689453,217.50205993652344,20942100
